feature,coef,abs_coef
intercept,6.209554884229187,6.209554884229187
cat__post_type_ImpactStory,2.3515642853614382,2.3515642853614382
cat__post_type_EducationalContent,-1.9523370534903275,1.9523370534903275
cat__post_type_EventPromotion,-1.9473382081550992,1.9473382081550992
cat__post_type_ThankYou,-1.8427264054360146,1.8427264054360146
cat__post_type_FundraisingAppeal,1.7779933378610193,1.7779933378610193
cat__post_type_Campaign,1.61284404385899,1.61284404385899
cat__time_of_day_bucket_night,-1.6082550623754255,1.6082550623754255
cat__sentiment_tone_Informative,-1.5404825514809561,1.5404825514809561
num__post_hour,1.2736227628720813,1.2736227628720813
cat__time_of_day_bucket_morning,1.1114895000368756,1.1114895000368756
cat__media_type_Text,-0.961768714914342,0.961768714914342
num__features_resident_story,0.9508939964436607,0.9508939964436607
cat__sentiment_tone_Emotional,0.92711496885338,0.92711496885338
cat__media_type_Reel,0.9078562067080701,0.9078562067080701
cat__platform_YouTube,0.9053282032224081,0.9053282032224081
cat__platform_post_type_Facebook|Campaign,0.8435412692959143,0.8435412692959143
cat__platform_LinkedIn,-0.825469350576291,0.825469350576291
cat__platform_post_type_Facebook|EventPromotion,-0.8077507732631511,0.8077507732631511
cat__platform_post_type_Twitter|EducationalContent,-0.7799668751524236,0.7799668751524236
cat__platform_post_type_LinkedIn|ImpactStory,0.7562481216438673,0.7562481216438673
cat__platform_post_type_YouTube|EventPromotion,-0.7336552713475555,0.7336552713475555
cat__platform_post_type_Twitter|FundraisingAppeal,0.7333753813352084,0.7333753813352084
cat__platform_post_type_WhatsApp|ImpactStory,0.732138748391771,0.732138748391771
cat__sentiment_tone_Celebratory,0.7144151670476063,0.7144151670476063
cat__content_topic_EventRecap,-0.659299397176467,0.659299397176467
cat__platform_post_type_Instagram|EventPromotion,0.643223355774052,0.643223355774052
cat__platform_post_type_YouTube|EducationalContent,0.6410074810971212,0.6410074810971212
cat__content_topic_CampaignLaunch,0.6393215576991488,0.6393215576991488
cat__platform_post_type_Facebook|ThankYou,-0.6164956712969778,0.6164956712969778
cat__platform_post_type_LinkedIn|EventPromotion,-0.6087736820590881,0.6087736820590881
cat__platform_post_type_WhatsApp|FundraisingAppeal,-0.5317417706754599,0.5317417706754599
cat__platform_post_type_LinkedIn|Campaign,0.5262135866546367,0.5262135866546367
num__boost_budget_php,0.493550904245841,0.493550904245841
cat__day_of_week_Tuesday,-0.47144218562637424,0.47144218562637424
cat__platform_post_type_WhatsApp|EventPromotion,-0.450761171481474,0.450761171481474
cat__platform_post_type_Instagram|ThankYou,-0.4454295500653107,0.4454295500653107
cat__platform_Twitter,-0.4322809650056589,0.4322809650056589
cat__media_type_Video,0.4069035785759929,0.4069035785759929
cat__platform_post_type_Instagram|ImpactStory,0.40458391471911015,0.40458391471911015
cat__media_type_Photo,-0.3926387270241091,0.3926387270241091
cat__platform_post_type_Instagram|Campaign,-0.39165563081265736,0.39165563081265736
cat__platform_post_type_TikTok|ThankYou,-0.3758724897598357,0.3758724897598357
cat__time_of_day_bucket_evening,0.37558303535902543,0.37558303535902543
cat__platform_post_type_LinkedIn|ThankYou,-0.3443538402357905,0.3443538402357905
cat__content_topic_Health,0.32754045078300625,0.32754045078300625
cat__platform_post_type_Instagram|FundraisingAppeal,0.3258358233264555,0.3258358233264555
num__has_call_to_action,0.31620194536985863,0.31620194536985863
num__campaign_present,0.2939588533764158,0.2939588533764158
cat__platform_post_type_Twitter|ThankYou,-0.2870460680096096,0.2870460680096096
cat__platform_Instagram,0.2865937447410095,0.2865937447410095
cat__platform_post_type_Facebook|ImpactStory,0.2864014773982766,0.2864014773982766
cat__day_of_week_Wednesday,0.2706306351722231,0.2706306351722231
cat__day_of_week_Monday,0.26975818851955496,0.26975818851955496
cat__sentiment_tone_Grateful,-0.2692226414066085,0.2692226414066085
cat__day_of_week_Friday,-0.25096090571717555,0.25096090571717555
cat__platform_post_type_Instagram|EducationalContent,-0.24996416820064218,0.24996416820064218
cat__platform_post_type_WhatsApp|Campaign,0.2359697734016227,0.2359697734016227
cat__sentiment_tone_Urgent,0.23419485112145447,0.23419485112145447
cat__content_topic_AwarenessRaising,-0.23304890952314042,0.23304890952314042
cat__platform_post_type_Twitter|Campaign,0.22947227299146616,0.22947227299146616
cat__platform_WhatsApp,0.21399722886032374,0.21399722886032374
